,borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,website,borocd,councildist,latitude,longitude,precinct,object_id,location_point,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,notes,ct2010,bbl,bin
372,Manhattan,Harlem (North),NW Corner of West 135 Street & 5th Avenue,NW West 135 Street & 5th Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,40.81308249,-73.93777002,32,3404,"{'type': 'Point', 'coordinates': [-73.93777002, 40.81308249]}",4.0,36.0,20.0,13095.0,18.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
373,Manhattan,Harlem (North),SE Corner of W 151 Street & Macombs Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,,,32,3411,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
374,Manhattan,Manhattanville-West Harlem,NW Corner of West 126th St & Morningside Ave,N/W West 126th St & Morningside Ave,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,40.8121979,-73.95354006,26,3601,"{'type': 'Point', 'coordinates': [-73.95354006, 40.8121979]}",4.0,23.0,17.0,12424.0,37.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
375,Bronx,Belmont,NE Corner of Bathgate Avenue & E 189 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,206,15,,,48,3762,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
376,Brooklyn,Williamsburg,McCarren Park Greenmarket,N 12th St and Driggs Ave,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,301,33,40.71974,-73.953394,94,3675,"{'type': 'Point', 'coordinates': [-73.953394, 40.71974]}",2.0,38.0,57.0,17613.0,36.0,"Not accepted: meat, bones, or dairy",515.0,,
377,Staten Island,Annadale-Huguenot-Prince's Bay-Woodrow,Pleasant Plains,Bloomingdale Rd and Drumgoole Road East,Snug Harbor Youth,Year Round,Mondays (Start Time: 12:00 PM - End Time:  2:00 PM),https://snug-harbor.org/,503,51,40.52797,-74.216605,123,3807,"{'type': 'Point', 'coordinates': [-74.216605, 40.52797]}",1.0,9.0,77.0,10696.0,15.0,"Not accepted: meat, bones, or dairy",20803.0,,
378,Queens,Queensbridge-Ravenswood-Dutch Kills,NW Corner of Queens Plaza North & 21 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,26,,,114,3369,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
379,Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Hoyt,"Northwest corner of Hoyt Avenue North and 21st Street, in a courtyard that?s officially called SITTING AREA",Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  4:00 PM),https://www.instagram.com/astoriapug/?hl=en,401,22,40.77538,-73.92302,114,3352,"{'type': 'Point', 'coordinates': [-73.92302, 40.77538]}",3.0,4.0,72.0,16859.0,39.0,"Not accepted: meat, bones, or dairy",,,
380,Manhattan,Harlem (South),NW Corner of West 114 Street & Adam Clayton Powell Jr Blvd,NW West 114 Street & Adam Clayton Powell Jr Blvd,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,40.80207202,-73.95370033,28,3416,"{'type': 'Point', 'coordinates': [-73.95370033, 40.80207202]}",4.0,36.0,18.0,12423.0,18.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
381,Bronx,Mott Haven-Port Morris,Mott Haven Food Scrap Drop-off,545 East 142nd Street,GrowNYC,Year Round,Wednesdays (Start Time: 9:00 AM - End Time:  12:00 PM),grownyc.org/compost,201,8,40.809894,-73.915999,40,3680,"{'type': 'Point', 'coordinates': [-73.915999, 40.809894]}",5.0,35.0,23.0,10932.0,49.0,"Not accepted: meat, bones, or dairy",41.0,2022690021.0,2090354.0
382,Queens,Astoria (Central),"West Side of 33rd St between 31st Ave & Broadway, near Astoria TWR & Subway","W/S of 33rd St b/t 31st Ave & Broadway, near Astoria TWR & Subway",Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76255945,-73.92492056,114,3311,"{'type': 'Point', 'coordinates': [-73.92492056, 40.76255945]}",3.0,4.0,72.0,16863.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
383,Queens,Astoria (Central),32 St between 31 Ave and 30 Ave,32 St between 31 Ave and 30 Ave,Department of Sanitation,Year Round,24/7,www.smartcompost.nyc,401,22,40.76521,-73.92155,114,3294,"{'type': 'Point', 'coordinates': [-73.92155, 40.76521]}",3.0,4.0,72.0,16859.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
384,Brooklyn,Bedford-Stuyvesant (East),NW Corner of Patchen Avenue & Fulton Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,81,3468,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
385,Manhattan,East Village,Tompkins Square Greenmarket,"E 7th St & Avenue A, New York, NY 10009",NYC Compost Project Hosted by LES Ecology Center,Year Round,Sundays (Start Time: 8:00 AM - End Time:  5:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,40.725995,-73.983207,9,3587,"{'type': 'Point', 'coordinates': [-73.983207, 40.725995]}",4.0,50.0,5.0,11729.0,70.0,"Not accepted: meat, bones, or dairy",,,
386,Brooklyn,Bushwick (West),NE Corner of Bushwick Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,34,,,83,3633,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
387,Queens,Astoria (East)-Woodside (North),SE Corner of 38th St & 31st St,38th St & 31st St SE,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76154696,-73.91793273,114,3355,"{'type': 'Point', 'coordinates': [-73.91793273, 40.76154696]}",3.0,4.0,72.0,16860.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
388,Brooklyn,East New York (North),East New York Farms: Ashford Learning Garden,"341 Ashford St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),ucceny.org/enyf-old/compost/,305,42,40.674065,-73.885109,75,3730,"{'type': 'Point', 'coordinates': [-73.885109, 40.674065]}",2.0,37.0,47.0,17214.0,45.0,"Not accepted: meat, bones, or dairy",,,
389,Queens,Astoria (Central),SE Corner of 32nd Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3326,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
390,Brooklyn,Crown Heights (North),SE Corner of Schenectady Avenue & Sterling Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3500,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
391,Bronx,Castle Hill-Unionport,SW Corner of Pugsley Avenue & Watson Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,209,18,,,43,3719,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
392,Brooklyn,Crown Heights (North),NE Corner of Schenectady Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,36,,,77,3487,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
393,Queens,Astoria (Central),N/W Corner of 31 Ave and 37 St,N/W Corner of 31 Ave and 37 St,Department of Sanitation,Year Round,24/7,www.smartcompost.nyc,401,22,40.76218,-73.91872,114,3289,"{'type': 'Point', 'coordinates': [-73.91872, 40.76218]}",3.0,4.0,72.0,16860.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
394,Queens,East Elmhurst,*CLOSED FOR THE SEASON* McIntosh Neighborhood Association,"25-16 McIntosh St, East Elmhurst, NY, 11369",,April - November,Every 3rd Saturday of the month (Start Time: 10:00 AM - End Time:  12:00 PM),https://bqlt.org/garden/mcintosh-neighborhood-garden,403,21,40.7640828,-73.8695398,115,3384,"{'type': 'Point', 'coordinates': [-73.8695398, 40.7640828]}",3.0,21.0,73.0,14511.0,65.0,"Not accepted: meat, bones, or dairy",,,
395,Brooklyn,Bushwick (East),NW Corner of Central Avenue & Green Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3648,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
396,Bronx,Mount Eden-Claremont (West),New Settlement Community Center,"1501 Jerome Ave, Bronx, NY 10452",New Settlement's Community Food Action,Year Round,"Thursday, Friday, Saturday (Start Time: Thursday/Friday 1:00 PM, Saturday 10:30 AM - End Time:  Thursday/Friday 5:00 PM, Saturday 12:30 PM)",NewSettlement.org/food,204,16,40.8432747,-73.9162121,44,3697,"{'type': 'Point', 'coordinates': [-73.9162121, 40.8432747]}",5.0,29.0,27.0,10930.0,50.0,"Not accepted: meat, bones, or dairy",,,
397,Queens,Kew Gardens,Kew Gardens Food Scrap Drop-off,Metropolitan Ave & Audley St,GrowNYC,Year Round,Thursdays (Start Time: 9:30 AM - End Time:  12:30 PM),grownyc.org/compost,409,29,40.707626,-73.836079,102,3794,"{'type': 'Point', 'coordinates': [-73.836079, 40.707626]}",3.0,28.0,60.0,24014.0,46.0,"Not accepted: meat, bones, or dairy",,,
398,Queens,Astoria (Central),NW Corner of 31st Rd & Crescent St,"On Crescent, W/S near Corner of 31st Rd & Crescent St [NW Corner]",Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.7649409,-73.92701134,114,3317,"{'type': 'Point', 'coordinates': [-73.92701134, 40.7649409]}",3.0,4.0,72.0,16863.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
399,Manhattan,SoHo-Little Italy-Hudson Square,6th Ave & Spring St,6th Avenue & Spring Street -NE Corner,NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 9:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,102,1,40.7256282,-74.003866,1,3285,"{'type': 'Point', 'coordinates': [-74.003866, 40.7256282]}",4.0,10.0,1.0,12075.0,57.0,"Not accepted: meat, bones, or dairy",,,
400,Bronx,Kingsbridge-Marble Hill,Spuyten Duyvil PreSchool,3041 Kingsbridge Avenue,Spuyten Duyvil PreSchool,September - June,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),www.spuytenduyvilpreschool.org,208,11,40.879247,-73.90727,50,3779,"{'type': 'Point', 'coordinates': [-73.90727, 40.879247]}",5.0,40.0,33.0,11272.0,48.0,"Remove all plastic, stickers and zip ties before dropping off food scraps. Not accepted: meat, bones, or dairy",289.0,2057090046.0,2083194.0
401,Manhattan,Upper West Side (Central),79th St. Greenmarket,77th Street between Columbus Ave and Central Park West,GrowNYC,Year Round,Sundays (Start Time: 9:00 AM - End Time:  3:00 PM),grownyc.org/compost,107,6,40.780087,-73.974657,20,3547,"{'type': 'Point', 'coordinates': [-73.974657, 40.780087]}",4.0,19.0,12.0,12421.0,20.0,"Not accepted: meat, bones, or dairy",,,
402,Queens,Rockaway Beach-Arverne-Edgemere,Edgemere Farm,"385 Beach 45th St, Far Rockaway, NY 11691",Volunteers at Edgemere Farm,Year Round,"Wednesdays, Thursdays, Fridays, and Saturdays (Start Time: 10:00 AM - End Time:  Wednesday-Friday at 5:00PM; Saturdays at 3:00PM)",http://www.edgemerefarm.org/,414,31,40.595012,-73.7765544,101,3824,"{'type': 'Point', 'coordinates': [-73.7765544, 40.595012]}",3.0,47.0,59.0,20529.0,51.0,"Not accepted: meat, bones, or dairy",,,
403,Brooklyn,Prospect Lefferts Gardens-Wingate,Maple Street Community Garden,"237 Maple St, Brooklyn, NY 11225",Maple Street Community Garden,Year Round,Wednesdays and Saturdays (Start Time: 10:30 AM - End Time:  12:30 PM),www.maplestreetcommunitygarden.com,309,40,40.66085,-73.95283,71,3560,"{'type': 'Point', 'coordinates': [-73.95283, 40.66085]}",2.0,11.0,44.0,13509.0,17.0,"Not accepted: meat, bones, or dairy",,,
404,Bronx,Concourse-Concourse Village,NE Corner of Gerard Avenue & E 167 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,204,16,,,44,3692,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
405,Manhattan,East Harlem (North),NE Corner of E 120 Street & Madision Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,9,,,25,3428,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
406,Bronx,University Heights (South)-Morris Heights,NE Corner of W Burnside Avenue & Sedgewick,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,205,14,,,46,3747,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
407,Brooklyn,Bedford-Stuyvesant (East),NE Corner of Throop Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3515,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
408,Manhattan,East Harlem (North),SE Corner of Pleasant Avenue & East 116th Street,SE Pleasant Avenue & East 116th Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,40.7948329,-73.93320322,25,3433,"{'type': 'Point', 'coordinates': [-73.93320322, 40.7948329]}",4.0,35.0,16.0,12426.0,7.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
409,Manhattan,Washington Heights (South),SW Corner of Audubon Avenue & West 169th St,SW Audubon Avenue & West 169th St,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,40.84103325,-73.93805467,33,3579,"{'type': 'Point', 'coordinates': [-73.93805467, 40.84103325]}",4.0,39.0,21.0,13090.0,47.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
410,Manhattan,West Village,Hudson River Park Pier 46 at Charles St,Pier 46 at Charles St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,40.734225,-74.010722,6,3532,"{'type': 'Point', 'coordinates': [-74.010722, 40.734225]}",4.0,10.0,3.0,12077.0,57.0,"Not accepted: meat, bones, or dairy",75.0,,
411,Queens,Forest Hills,Commonpoint Queens in partnership with The Forest Hills Green Team,"NE corner of 67 Rd & 108th Street 67-09 108th St, Forest Hills, NY 11375",Forest Hills Green Team,Year Round,Sundays (Start Time: 10:00 AM - End Time:  1:00 PM),commonpointqueens.org,406,29,40.728415,-73.84711,112,3792,"{'type': 'Point', 'coordinates': [-73.84711, 40.728415]}",3.0,28.0,70.0,14786.0,40.0,"Not accepted: meat, bones, or dairy",,,
412,Bronx,Kingsbridge Heights-Van Cortlandt Village,SW Corner of Heath Avenue & West Kingsbridge Road,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,208,14,,,50,3775,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
413,Brooklyn,Bushwick (West),SW Corner of St . Nicholas Avenue & Greene Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3643,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
414,Manhattan,Manhattanville-West Harlem,NW Corner of W 133 Street & Broadway,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,,,30,3400,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
415,Brooklyn,Bushwick (East),NW Corner of Knickerbocker Avenue & Palmetto Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3665,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
416,Brooklyn,Bushwick (East),NE Corner of Knickerbocker Avenue & Cooper,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3660,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
417,Brooklyn,Prospect Heights,NW Corner of Grand Avenue & St. Marks Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3511,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
418,Manhattan,Harlem (North),134th Street Farm,118 W 134th St,Harlem Grown,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),www.harlemgrown.org/volunteer,110,9,40.8138017,-73.9428691,32,3401,"{'type': 'Point', 'coordinates': [-73.9428691, 40.8138017]}",4.0,36.0,20.0,12427.0,18.0,"Not accepted: meat, bones, or dairy",226.0,1019180046.0,1000000.0
419,Staten Island,Snug Harbor,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace,NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden,Year Round,Every Day (Start Time: Dawn - End Time:  Dusk),www.snug-harbor.org,501,49,40.641619,-74.1012686,120,3826,"{'type': 'Point', 'coordinates': [-74.1012686, 40.641619]}",1.0,13.0,74.0,10369.0,4.0,"Not accepted: meat, bones, or dairy",,,
